PERIOD,REPORTER,PARTNER,PRODUCT,FLOW,INDICATORS,Value
2019,Hungary,ES,Fresh or chilled chicory (excl. witloof chicory)(1988-2500),IMPORT,QUANTITY_IN_100KG,30.0
2018,Hungary,ES,Fresh or chilled courgettes(2012-2500),IMPORT,VALUE_IN_EUROS,736308.0
2018,Hungary,ES,Fresh or chilled courgettes(2012-2500),IMPORT,QUANTITY_IN_100KG,7272.0
2019,Hungary,ES,Fresh or chilled courgettes(2012-2500),IMPORT,VALUE_IN_EUROS,1144347.0
2019,Hungary,ES,Fresh or chilled courgettes(2012-2500),IMPORT,QUANTITY_IN_100KG,12208.0
2018,Hungary,ES,"Fresh or chilled edible mushrooms (excl. chanterelles, flap mushrooms, mushrooms of the genus ""Agaricus"" and truffles)(2002-2500)",IMPORT,VALUE_IN_EUROS,33185.0
2018,Hungary,ES,"Fresh or chilled edible mushrooms (excl. chanterelles, flap mushrooms, mushrooms of the genus ""Agaricus"" and truffles)(2002-2500)",IMPORT,QUANTITY_IN_100KG,158.0
2019,Hungary,ES,"Fresh or chilled edible mushrooms (excl. chanterelles, flap mushrooms, mushrooms of the genus ""Agaricus"" and truffles)(2002-2500)",IMPORT,VALUE_IN_EUROS,14355.0
2019,Hungary,ES,"Fresh or chilled edible mushrooms (excl. chanterelles, flap mushrooms, mushrooms of the genus ""Agaricus"" and truffles)(2002-2500)",IMPORT,QUANTITY_IN_100KG,67.0
2018,Hungary,ES,Fresh or chilled flap mushrooms(2002-2500),IMPORT,VALUE_IN_EUROS,2897.0
2018,Hungary,ES,Fresh or chilled flap mushrooms(2002-2500),IMPORT,QUANTITY_IN_100KG,1.0
2018,Hungary,ES,"Fresh or chilled fruits of genus Capsicum or Pimenta (excl. for industrial manufacture of capsicin or capsicum oleoresin dyes, for industrial manufacture of essential oils or resinoids, and sweet peppers)(1988-2500)",IMPORT,VALUE_IN_EUROS,707581.0
2018,Hungary,ES,"Fresh or chilled fruits of genus Capsicum or Pimenta (excl. for industrial manufacture of capsicin or capsicum oleoresin dyes, for industrial manufacture of essential oils or resinoids, and sweet peppers)(1988-2500)",IMPORT,QUANTITY_IN_100KG,4648.0
2019,Hungary,ES,"Fresh or chilled fruits of genus Capsicum or Pimenta (excl. for industrial manufacture of capsicin or capsicum oleoresin dyes, for industrial manufacture of essential oils or resinoids, and sweet peppers)(1988-2500)",IMPORT,VALUE_IN_EUROS,938963.0
2019,Hungary,ES,"Fresh or chilled fruits of genus Capsicum or Pimenta (excl. for industrial manufacture of capsicin or capsicum oleoresin dyes, for industrial manufacture of essential oils or resinoids, and sweet peppers)(1988-2500)",IMPORT,QUANTITY_IN_100KG,7756.0
2018,Hungary,ES,Fresh or chilled gherkins(1988-2500),IMPORT,VALUE_IN_EUROS,4141.0
2018,Hungary,ES,Fresh or chilled gherkins(1988-2500),IMPORT,QUANTITY_IN_100KG,13.0
2019,Hungary,ES,Fresh or chilled gherkins(1988-2500),IMPORT,VALUE_IN_EUROS,3164.0
2019,Hungary,ES,Fresh or chilled gherkins(1988-2500),IMPORT,QUANTITY_IN_100KG,10.0
2019,Hungary,ES,Fresh or chilled globe artichokes(2012-2500),IMPORT,VALUE_IN_EUROS,43.0
2019,Hungary,ES,Fresh or chilled globe artichokes(2012-2500),IMPORT,QUANTITY_IN_100KG,1.0
2018,Hungary,ES,Fresh or chilled lettuce (excl. cabbage lettuce)(1988-2500),IMPORT,VALUE_IN_EUROS,7140011.0
2018,Hungary,ES,Fresh or chilled lettuce (excl. cabbage lettuce)(1988-2500),IMPORT,QUANTITY_IN_100KG,70491.0
2019,Hungary,ES,Fresh or chilled lettuce (excl. cabbage lettuce)(1988-2500),IMPORT,VALUE_IN_EUROS,7421361.0
2019,Hungary,ES,Fresh or chilled lettuce (excl. cabbage lettuce)(1988-2500),IMPORT,QUANTITY_IN_100KG,79803.0
2018,Hungary,ES,"Fresh or chilled mushrooms of the genus ""Agaricus""(2002-2500)",IMPORT,VALUE_IN_EUROS,278.0
2018,Hungary,ES,"Fresh or chilled mushrooms of the genus ""Agaricus""(2002-2500)",IMPORT,QUANTITY_IN_100KG,0.0
2018,Hungary,ES,Fresh or chilled new potatoes from 1 January to 30 June(2000-2500),IMPORT,VALUE_IN_EUROS,44391.0
2018,Hungary,ES,Fresh or chilled new potatoes from 1 January to 30 June(2000-2500),IMPORT,QUANTITY_IN_100KG,388.0
2019,Hungary,ES,Fresh or chilled new potatoes from 1 January to 30 June(2000-2500),IMPORT,VALUE_IN_EUROS,57194.0
2019,Hungary,ES,Fresh or chilled new potatoes from 1 January to 30 June(2000-2500),IMPORT,QUANTITY_IN_100KG,549.0
2018,Hungary,ES,"Fresh or chilled peas ""Pisum sativum"", shelled or unshelled(2000-2500)",IMPORT,VALUE_IN_EUROS,11843.0
2018,Hungary,ES,"Fresh or chilled peas ""Pisum sativum"", shelled or unshelled(2000-2500)",IMPORT,QUANTITY_IN_100KG,14.0
2019,Hungary,ES,"Fresh or chilled peas ""Pisum sativum"", shelled or unshelled(2000-2500)",IMPORT,VALUE_IN_EUROS,13373.0
2019,Hungary,ES,"Fresh or chilled peas ""Pisum sativum"", shelled or unshelled(2000-2500)",IMPORT,QUANTITY_IN_100KG,19.0
2018,Hungary,ES,Fresh or chilled sweet peppers(1988-2500),IMPORT,VALUE_IN_EUROS,3841624.0
2018,Hungary,ES,Fresh or chilled sweet peppers(1988-2500),IMPORT,QUANTITY_IN_100KG,27299.0
2019,Hungary,ES,Fresh or chilled sweet peppers(1988-2500),IMPORT,VALUE_IN_EUROS,4474732.0
2019,Hungary,ES,Fresh or chilled sweet peppers(1988-2500),IMPORT,QUANTITY_IN_100KG,30616.0
2018,Hungary,ES,Fresh or chilled sweetcorn(2012-2500),IMPORT,VALUE_IN_EUROS,2426.0
2018,Hungary,ES,Fresh or chilled sweetcorn(2012-2500),IMPORT,QUANTITY_IN_100KG,10.0
2019,Hungary,ES,Fresh or chilled sweetcorn(2012-2500),IMPORT,VALUE_IN_EUROS,5305.0
2019,Hungary,ES,Fresh or chilled sweetcorn(2012-2500),IMPORT,QUANTITY_IN_100KG,20.0
2018,Hungary,ES,Fresh or chilled truffles(2007-2500),IMPORT,VALUE_IN_EUROS,3472.0
2018,Hungary,ES,Fresh or chilled truffles(2007-2500),IMPORT,QUANTITY_IN_100KG,0.0
2018,Hungary,ES,Fresh or chilled witloof chicory(1988-2500),IMPORT,VALUE_IN_EUROS,1613.0
2018,Hungary,ES,Fresh or chilled witloof chicory(1988-2500),IMPORT,QUANTITY_IN_100KG,5.0
2019,Hungary,ES,Fresh or chilled witloof chicory(1988-2500),IMPORT,VALUE_IN_EUROS,1694.0
2019,Hungary,ES,Fresh or chilled witloof chicory(1988-2500),IMPORT,QUANTITY_IN_100KG,6.0
2018,Hungary,ES,Fresh or dried avocados(2000-2500),IMPORT,VALUE_IN_EUROS,811582.0
2018,Hungary,ES,Fresh or dried avocados(2000-2500),IMPORT,QUANTITY_IN_100KG,4238.0
2019,Hungary,ES,Fresh or dried avocados(2000-2500),IMPORT,VALUE_IN_EUROS,667281.0
2019,Hungary,ES,Fresh or dried avocados(2000-2500),IMPORT,QUANTITY_IN_100KG,3444.0
2018,Hungary,ES,"Fresh or dried citrus fruit (excl. oranges, lemons ""Citrus limon, Citrus limonum"", limes ""Citrus aurantifolia, Citrus latifolia"", grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(2002-2500)|Fresh or dried citrus fruit (excl. oranges, lemons, grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(1988-2001)",IMPORT,VALUE_IN_EUROS,252369.0
2018,Hungary,ES,"Fresh or dried citrus fruit (excl. oranges, lemons ""Citrus limon, Citrus limonum"", limes ""Citrus aurantifolia, Citrus latifolia"", grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(2002-2500)|Fresh or dried citrus fruit (excl. oranges, lemons, grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(1988-2001)",IMPORT,QUANTITY_IN_100KG,1101.0
2019,Hungary,ES,"Fresh or dried citrus fruit (excl. oranges, lemons ""Citrus limon, Citrus limonum"", limes ""Citrus aurantifolia, Citrus latifolia"", grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(2002-2500)|Fresh or dried citrus fruit (excl. oranges, lemons, grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(1988-2001)",IMPORT,VALUE_IN_EUROS,1743404.0
2019,Hungary,ES,"Fresh or dried citrus fruit (excl. oranges, lemons ""Citrus limon, Citrus limonum"", limes ""Citrus aurantifolia, Citrus latifolia"", grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(2002-2500)|Fresh or dried citrus fruit (excl. oranges, lemons, grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(1988-2001)",IMPORT,QUANTITY_IN_100KG,17768.0
2018,Hungary,ES,Fresh or dried clementines incl. monreales(2017-2500),IMPORT,VALUE_IN_EUROS,1560474.0
2018,Hungary,ES,Fresh or dried clementines incl. monreales(2017-2500),IMPORT,QUANTITY_IN_100KG,22646.0
2019,Hungary,ES,Fresh or dried clementines incl. monreales(2017-2500),IMPORT,VALUE_IN_EUROS,1889839.0
2019,Hungary,ES,Fresh or dried clementines incl. monreales(2017-2500),IMPORT,QUANTITY_IN_100KG,28077.0
2018,Hungary,ES,Fresh or dried dates(1988-2500),IMPORT,VALUE_IN_EUROS,172454.0
2018,Hungary,ES,Fresh or dried dates(1988-2500),IMPORT,QUANTITY_IN_100KG,929.0
2019,Hungary,ES,Fresh or dried dates(1988-2500),IMPORT,VALUE_IN_EUROS,64126.0
2019,Hungary,ES,Fresh or dried dates(1988-2500),IMPORT,QUANTITY_IN_100KG,297.0
2018,Hungary,ES,Fresh or dried grapefruit(2000-2500)|Fresh or dried grapefruit(1988-1994),IMPORT,VALUE_IN_EUROS,229572.0
2018,Hungary,ES,Fresh or dried grapefruit(2000-2500)|Fresh or dried grapefruit(1988-1994),IMPORT,QUANTITY_IN_100KG,2810.0
2019,Hungary,ES,Fresh or dried grapefruit(2000-2500)|Fresh or dried grapefruit(1988-1994),IMPORT,VALUE_IN_EUROS,208341.0
2019,Hungary,ES,Fresh or dried grapefruit(2000-2500)|Fresh or dried grapefruit(1988-1994),IMPORT,QUANTITY_IN_100KG,2239.0
2018,Hungary,ES,"Fresh or dried guavas, mangoes and mangosteens(1988-2500)",IMPORT,VALUE_IN_EUROS,78555.0
2018,Hungary,ES,"Fresh or dried guavas, mangoes and mangosteens(1988-2500)",IMPORT,QUANTITY_IN_100KG,408.0
2019,Hungary,ES,"Fresh or dried guavas, mangoes and mangosteens(1988-2500)",IMPORT,VALUE_IN_EUROS,84884.0
2019,Hungary,ES,"Fresh or dried guavas, mangoes and mangosteens(1988-2500)",IMPORT,QUANTITY_IN_100KG,359.0
2018,Hungary,ES,"Fresh or dried lemons ""Citrus limon, Citrus limonum""(2002-2500)",IMPORT,VALUE_IN_EUROS,4663936.0
2018,Hungary,ES,"Fresh or dried lemons ""Citrus limon, Citrus limonum""(2002-2500)",IMPORT,QUANTITY_IN_100KG,39841.0
2019,Hungary,ES,"Fresh or dried lemons ""Citrus limon, Citrus limonum""(2002-2500)",IMPORT,VALUE_IN_EUROS,5145593.0
2019,Hungary,ES,"Fresh or dried lemons ""Citrus limon, Citrus limonum""(2002-2500)",IMPORT,QUANTITY_IN_100KG,52727.0
2018,Hungary,ES,"Fresh or dried limes ""Citrus aurantifolia, Citrus latifolia""(2002-2500)",IMPORT,VALUE_IN_EUROS,515.0
2018,Hungary,ES,"Fresh or dried limes ""Citrus aurantifolia, Citrus latifolia""(2002-2500)",IMPORT,QUANTITY_IN_100KG,1.0
2019,Hungary,ES,"Fresh or dried limes ""Citrus aurantifolia, Citrus latifolia""(2002-2500)",IMPORT,VALUE_IN_EUROS,2076.0
2019,Hungary,ES,"Fresh or dried limes ""Citrus aurantifolia, Citrus latifolia""(2002-2500)",IMPORT,QUANTITY_IN_100KG,4.0
2018,Hungary,ES,Fresh or dried mandarins incl. tangerines (excl. clementines and satsumas)(2017-2500),IMPORT,VALUE_IN_EUROS,1976005.0
2018,Hungary,ES,Fresh or dried mandarins incl. tangerines (excl. clementines and satsumas)(2017-2500),IMPORT,QUANTITY_IN_100KG,23583.0
2019,Hungary,ES,Fresh or dried mandarins incl. tangerines (excl. clementines and satsumas)(2017-2500),IMPORT,VALUE_IN_EUROS,1768231.0
2019,Hungary,ES,Fresh or dried mandarins incl. tangerines (excl. clementines and satsumas)(2017-2500),IMPORT,QUANTITY_IN_100KG,23212.0
2018,Hungary,ES,Fresh or dried pineapples(1988-2500),IMPORT,VALUE_IN_EUROS,271091.0
2018,Hungary,ES,Fresh or dried pineapples(1988-2500),IMPORT,QUANTITY_IN_100KG,2615.0
2019,Hungary,ES,Fresh or dried pineapples(1988-2500),IMPORT,VALUE_IN_EUROS,279501.0
2019,Hungary,ES,Fresh or dried pineapples(1988-2500),IMPORT,QUANTITY_IN_100KG,3227.0
2018,Hungary,ES,Fresh or dried satsumas(2017-2500),IMPORT,VALUE_IN_EUROS,198030.0
2018,Hungary,ES,Fresh or dried satsumas(2017-2500),IMPORT,QUANTITY_IN_100KG,2850.0
2019,Hungary,ES,Fresh or dried satsumas(2017-2500),IMPORT,VALUE_IN_EUROS,204979.0
2019,Hungary,ES,Fresh or dried satsumas(2017-2500),IMPORT,QUANTITY_IN_100KG,3373.0
2018,Hungary,ES,"Fresh pawpaws ""papayas""(1988-2500)",IMPORT,VALUE_IN_EUROS,8332.0
2018,Hungary,ES,"Fresh pawpaws ""papayas""(1988-2500)",IMPORT,QUANTITY_IN_100KG,11.0
2019,Hungary,ES,"Fresh pawpaws ""papayas""(1988-2500)",IMPORT,VALUE_IN_EUROS,11256.0
2019,Hungary,ES,"Fresh pawpaws ""papayas""(1988-2500)",IMPORT,QUANTITY_IN_100KG,26.0
2018,Hungary,ES,"Fresh peaches (excl. nectarines)(1998-2500)|Peaches, fresh (excl. nectarines)(1993-1994)",IMPORT,VALUE_IN_EUROS,884845.0
2018,Hungary,ES,"Fresh peaches (excl. nectarines)(1998-2500)|Peaches, fresh (excl. nectarines)(1993-1994)",IMPORT,QUANTITY_IN_100KG,9716.0
2019,Hungary,ES,"Fresh peaches (excl. nectarines)(1998-2500)|Peaches, fresh (excl. nectarines)(1993-1994)",IMPORT,VALUE_IN_EUROS,1423530.0
2019,Hungary,ES,"Fresh peaches (excl. nectarines)(1998-2500)|Peaches, fresh (excl. nectarines)(1993-1994)",IMPORT,QUANTITY_IN_100KG,19701.0
2018,Hungary,ES,Fresh pears (excl. perry pears in bulk from 1 August to 31 December)(2012-2500),IMPORT,VALUE_IN_EUROS,71376.0
2018,Hungary,ES,Fresh pears (excl. perry pears in bulk from 1 August to 31 December)(2012-2500),IMPORT,QUANTITY_IN_100KG,815.0
2019,Hungary,ES,Fresh pears (excl. perry pears in bulk from 1 August to 31 December)(2012-2500),IMPORT,VALUE_IN_EUROS,497316.0
2019,Hungary,ES,Fresh pears (excl. perry pears in bulk from 1 August to 31 December)(2012-2500),IMPORT,QUANTITY_IN_100KG,5814.0
2018,Hungary,ES,Fresh persimmons(2012-2500),IMPORT,VALUE_IN_EUROS,165801.0
2018,Hungary,ES,Fresh persimmons(2012-2500),IMPORT,QUANTITY_IN_100KG,1313.0
2019,Hungary,ES,Fresh persimmons(2012-2500),IMPORT,VALUE_IN_EUROS,236991.0
2019,Hungary,ES,Fresh persimmons(2012-2500),IMPORT,QUANTITY_IN_100KG,2332.0
2018,Hungary,ES,Fresh plums(1998-2500),IMPORT,VALUE_IN_EUROS,130615.0
2018,Hungary,ES,Fresh plums(1998-2500),IMPORT,QUANTITY_IN_100KG,791.0
2019,Hungary,ES,Fresh plums(1998-2500),IMPORT,VALUE_IN_EUROS,355634.0
2019,Hungary,ES,Fresh plums(1998-2500),IMPORT,QUANTITY_IN_100KG,3616.0
2019,Hungary,ES,Fresh quinces(2012-2500),IMPORT,VALUE_IN_EUROS,3163.0
2019,Hungary,ES,Fresh quinces(2012-2500),IMPORT,QUANTITY_IN_100KG,32.0
2018,Hungary,ES,Fresh raspberries(1988-2500),IMPORT,VALUE_IN_EUROS,1137541.0
2018,Hungary,ES,Fresh raspberries(1988-2500),IMPORT,QUANTITY_IN_100KG,1470.0
2019,Hungary,ES,Fresh raspberries(1988-2500),IMPORT,VALUE_IN_EUROS,1218362.0
2019,Hungary,ES,Fresh raspberries(1988-2500),IMPORT,QUANTITY_IN_100KG,1663.0
2018,Hungary,ES,Fresh redcurrants(2012-2500)|Fresh red currants(1988-2006),IMPORT,VALUE_IN_EUROS,2507.0
2018,Hungary,ES,Fresh redcurrants(2012-2500)|Fresh red currants(1988-2006),IMPORT,QUANTITY_IN_100KG,1.0
2019,Hungary,ES,Fresh redcurrants(2012-2500)|Fresh red currants(1988-2006),IMPORT,VALUE_IN_EUROS,23377.0
2019,Hungary,ES,Fresh redcurrants(2012-2500)|Fresh red currants(1988-2006),IMPORT,QUANTITY_IN_100KG,13.0
2019,Hungary,ES,"Fresh sour cherries ""Prunus cerasus""(2012-2500)",IMPORT,VALUE_IN_EUROS,16914.0
2019,Hungary,ES,"Fresh sour cherries ""Prunus cerasus""(2012-2500)",IMPORT,QUANTITY_IN_100KG,325.0
2018,Hungary,ES,Fresh strawberries(2000-2500),IMPORT,VALUE_IN_EUROS,3373472.0
2018,Hungary,ES,Fresh strawberries(2000-2500),IMPORT,QUANTITY_IN_100KG,14529.0
2019,Hungary,ES,Fresh strawberries(2000-2500),IMPORT,VALUE_IN_EUROS,3284003.0
2019,Hungary,ES,Fresh strawberries(2000-2500),IMPORT,QUANTITY_IN_100KG,16602.0
2018,Hungary,ES,Fresh sweet oranges (excl. navel and white oranges)(2017-2500),IMPORT,VALUE_IN_EUROS,5986.0
2018,Hungary,ES,Fresh sweet oranges (excl. navel and white oranges)(2017-2500),IMPORT,QUANTITY_IN_100KG,67.0
2019,Hungary,ES,Fresh sweet oranges (excl. navel and white oranges)(2017-2500),IMPORT,VALUE_IN_EUROS,103729.0
2019,Hungary,ES,Fresh sweet oranges (excl. navel and white oranges)(2017-2500),IMPORT,QUANTITY_IN_100KG,1509.0
2018,Hungary,ES,Fresh table grapes(1998-2500),IMPORT,VALUE_IN_EUROS,181690.0
2018,Hungary,ES,Fresh table grapes(1998-2500),IMPORT,QUANTITY_IN_100KG,844.0
2019,Hungary,ES,Fresh table grapes(1998-2500),IMPORT,VALUE_IN_EUROS,334065.0
2019,Hungary,ES,Fresh table grapes(1998-2500),IMPORT,QUANTITY_IN_100KG,1880.0
2018,Hungary,ES,Fresh watermelons(1996-2500),IMPORT,VALUE_IN_EUROS,592660.0
2018,Hungary,ES,Fresh watermelons(1996-2500),IMPORT,QUANTITY_IN_100KG,9975.0
2019,Hungary,ES,Fresh watermelons(1996-2500),IMPORT,VALUE_IN_EUROS,1199929.0
2019,Hungary,ES,Fresh watermelons(1996-2500),IMPORT,QUANTITY_IN_100KG,21487.0
2018,Hungary,ES,Fresh white oranges(2017-2500),IMPORT,VALUE_IN_EUROS,1734013.0
2018,Hungary,ES,Fresh white oranges(2017-2500),IMPORT,QUANTITY_IN_100KG,26438.0
2019,Hungary,ES,Fresh white oranges(2017-2500),IMPORT,VALUE_IN_EUROS,962220.0
2019,Hungary,ES,Fresh white oranges(2017-2500),IMPORT,QUANTITY_IN_100KG,15797.0
2018,Hungary,ES,"Garlic, fresh or chilled(1988-2500)",IMPORT,VALUE_IN_EUROS,97125.0
2018,Hungary,ES,"Garlic, fresh or chilled(1988-2500)",IMPORT,QUANTITY_IN_100KG,480.0
2019,Hungary,ES,"Garlic, fresh or chilled(1988-2500)",IMPORT,VALUE_IN_EUROS,213456.0
2019,Hungary,ES,"Garlic, fresh or chilled(1988-2500)",IMPORT,QUANTITY_IN_100KG,883.0
2018,Hungary,ES,"Onions, fresh or chilled (excl. sets)(1988-2500)",IMPORT,VALUE_IN_EUROS,249429.0
2018,Hungary,ES,"Onions, fresh or chilled (excl. sets)(1988-2500)",IMPORT,QUANTITY_IN_100KG,5216.0
2019,Hungary,ES,"Onions, fresh or chilled (excl. sets)(1988-2500)",IMPORT,VALUE_IN_EUROS,382774.0
2019,Hungary,ES,"Onions, fresh or chilled (excl. sets)(1988-2500)",IMPORT,QUANTITY_IN_100KG,8596.0
2018,Hungary,ES,"Potatoes for manufacture of starch, fresh or chilled(1988-2500)",IMPORT,VALUE_IN_EUROS,137894.0
2018,Hungary,ES,"Potatoes for manufacture of starch, fresh or chilled(1988-2500)",IMPORT,QUANTITY_IN_100KG,1952.0
2019,Hungary,ES,"Potatoes for manufacture of starch, fresh or chilled(1988-2500)",IMPORT,VALUE_IN_EUROS,63921.0
2019,Hungary,ES,"Potatoes for manufacture of starch, fresh or chilled(1988-2500)",IMPORT,QUANTITY_IN_100KG,768.0
2018,Hungary,ES,"Potatoes, fresh or chilled (excl. new potatoes from 1 January to 30 June, seed potatoes and potatoes for manufacture of starch)(1988-2500)",IMPORT,VALUE_IN_EUROS,30189.0
2018,Hungary,ES,"Potatoes, fresh or chilled (excl. new potatoes from 1 January to 30 June, seed potatoes and potatoes for manufacture of starch)(1988-2500)",IMPORT,QUANTITY_IN_100KG,379.0
2019,Hungary,ES,"Potatoes, fresh or chilled (excl. new potatoes from 1 January to 30 June, seed potatoes and potatoes for manufacture of starch)(1988-2500)",IMPORT,VALUE_IN_EUROS,76938.0
2019,Hungary,ES,"Potatoes, fresh or chilled (excl. new potatoes from 1 January to 30 June, seed potatoes and potatoes for manufacture of starch)(1988-2500)",IMPORT,QUANTITY_IN_100KG,1447.0
2018,Hungary,ES,"Shallots, fresh or chilled(1988-2500)",IMPORT,VALUE_IN_EUROS,2008.0
2018,Hungary,ES,"Shallots, fresh or chilled(1988-2500)",IMPORT,QUANTITY_IN_100KG,15.0
2019,Hungary,ES,"Shallots, fresh or chilled(1988-2500)",IMPORT,VALUE_IN_EUROS,2694.0
2019,Hungary,ES,"Shallots, fresh or chilled(1988-2500)",IMPORT,QUANTITY_IN_100KG,18.0
2018,Hungary,ES,"Tomatoes, fresh or chilled(1998-2500)",IMPORT,VALUE_IN_EUROS,6607196.0
2018,Hungary,ES,"Tomatoes, fresh or chilled(1998-2500)",IMPORT,QUANTITY_IN_100KG,47788.0
2019,Hungary,ES,"Tomatoes, fresh or chilled(1998-2500)",IMPORT,VALUE_IN_EUROS,7333979.0
2019,Hungary,ES,"Tomatoes, fresh or chilled(1998-2500)",IMPORT,QUANTITY_IN_100KG,52999.0
2018,Hungary,ES,"White and red cabbages, fresh or chilled(1988-2500)",IMPORT,VALUE_IN_EUROS,28420.0
2018,Hungary,ES,"White and red cabbages, fresh or chilled(1988-2500)",IMPORT,QUANTITY_IN_100KG,516.0
2019,Hungary,ES,"White and red cabbages, fresh or chilled(1988-2500)",IMPORT,VALUE_IN_EUROS,40329.0
2019,Hungary,ES,"White and red cabbages, fresh or chilled(1988-2500)",IMPORT,QUANTITY_IN_100KG,665.0
2019,Ireland (Eire),ES,"Bananas, fresh (excl. plantains)(2012-2500)",IMPORT,VALUE_IN_EUROS,772470.0
2019,Ireland (Eire),ES,"Bananas, fresh (excl. plantains)(2012-2500)",IMPORT,QUANTITY_IN_100KG,3823.0
2018,Ireland (Eire),ES,"Cucumbers, fresh or chilled(1998-2500)",IMPORT,VALUE_IN_EUROS,2342823.0
2018,Ireland (Eire),ES,"Cucumbers, fresh or chilled(1998-2500)",IMPORT,QUANTITY_IN_100KG,21337.0
2019,Ireland (Eire),ES,"Cucumbers, fresh or chilled(1998-2500)",IMPORT,VALUE_IN_EUROS,2363789.0
2019,Ireland (Eire),ES,"Cucumbers, fresh or chilled(1998-2500)",IMPORT,QUANTITY_IN_100KG,19887.0
2018,Ireland (Eire),ES,Dried apricots(1988-2500),IMPORT,VALUE_IN_EUROS,212.0
2018,Ireland (Eire),ES,Dried apricots(1988-2500),IMPORT,QUANTITY_IN_100KG,0.0
2018,Ireland (Eire),ES,"Dried peaches, incl. nectarines(1988-2500)",IMPORT,VALUE_IN_EUROS,169313.0
2018,Ireland (Eire),ES,"Dried peaches, incl. nectarines(1988-2500)",IMPORT,QUANTITY_IN_100KG,814.0
2019,Ireland (Eire),ES,"Dried peaches, incl. nectarines(1988-2500)",IMPORT,VALUE_IN_EUROS,307.0
2019,Ireland (Eire),ES,"Dried peaches, incl. nectarines(1988-2500)",IMPORT,QUANTITY_IN_100KG,1.0
2018,Ireland (Eire),ES,Dried pears(1988-2500),IMPORT,VALUE_IN_EUROS,14400.0
2018,Ireland (Eire),ES,Dried pears(1988-2500),IMPORT,QUANTITY_IN_100KG,158.0
2018,Ireland (Eire),ES,Dried prunes(1988-2500),IMPORT,VALUE_IN_EUROS,531.0
2018,Ireland (Eire),ES,Dried prunes(1988-2500),IMPORT,QUANTITY_IN_100KG,1.0
2018,Ireland (Eire),ES,"Fresh apples (excl. cider apples, in bulk, from 16 September to 15 December)(2005-2500)",IMPORT,VALUE_IN_EUROS,2536566.0
2018,Ireland (Eire),ES,"Fresh apples (excl. cider apples, in bulk, from 16 September to 15 December)(2005-2500)",IMPORT,QUANTITY_IN_100KG,21470.0
2019,Ireland (Eire),ES,"Fresh apples (excl. cider apples, in bulk, from 16 September to 15 December)(2005-2500)",IMPORT,VALUE_IN_EUROS,406970.0
2019,Ireland (Eire),ES,"Fresh apples (excl. cider apples, in bulk, from 16 September to 15 December)(2005-2500)",IMPORT,QUANTITY_IN_100KG,4327.0
2018,Ireland (Eire),ES,Fresh apricots(1998-2500)|Fresh apricots(1988-1994),IMPORT,VALUE_IN_EUROS,47828.0
2018,Ireland (Eire),ES,Fresh apricots(1998-2500)|Fresh apricots(1988-1994),IMPORT,QUANTITY_IN_100KG,355.0
2019,Ireland (Eire),ES,Fresh apricots(1998-2500)|Fresh apricots(1988-1994),IMPORT,VALUE_IN_EUROS,42076.0
2019,Ireland (Eire),ES,Fresh apricots(1998-2500)|Fresh apricots(1988-1994),IMPORT,QUANTITY_IN_100KG,280.0
2018,Ireland (Eire),ES,"Fresh blackberries, mulberries and loganberries(1988-2500)",IMPORT,VALUE_IN_EUROS,289275.0
2018,Ireland (Eire),ES,"Fresh blackberries, mulberries and loganberries(1988-2500)",IMPORT,QUANTITY_IN_100KG,361.0
2019,Ireland (Eire),ES,"Fresh blackberries, mulberries and loganberries(1988-2500)",IMPORT,VALUE_IN_EUROS,229665.0
2019,Ireland (Eire),ES,"Fresh blackberries, mulberries and loganberries(1988-2500)",IMPORT,QUANTITY_IN_100KG,305.0
2018,Ireland (Eire),ES,Fresh cherries (excl. sour cherries)(2012-2500),IMPORT,VALUE_IN_EUROS,187604.0
2018,Ireland (Eire),ES,Fresh cherries (excl. sour cherries)(2012-2500),IMPORT,QUANTITY_IN_100KG,396.0
2019,Ireland (Eire),ES,Fresh cherries (excl. sour cherries)(2012-2500),IMPORT,VALUE_IN_EUROS,86830.0
2019,Ireland (Eire),ES,Fresh cherries (excl. sour cherries)(2012-2500),IMPORT,QUANTITY_IN_100KG,197.0
2018,Ireland (Eire),ES,Fresh durians(2002-2500),IMPORT,VALUE_IN_EUROS,4769.0
2018,Ireland (Eire),ES,Fresh durians(2002-2500),IMPORT,QUANTITY_IN_100KG,10.0
2018,Ireland (Eire),ES,Fresh grapes (excl. table grapes)(2000-2500),IMPORT,VALUE_IN_EUROS,4051066.0
2018,Ireland (Eire),ES,Fresh grapes (excl. table grapes)(2000-2500),IMPORT,QUANTITY_IN_100KG,17020.0
