PERIOD,REPORTER,PARTNER,PRODUCT,FLOW,INDICATORS,Value
2019,Italy,ES,Fresh or chilled courgettes(2012-2500),EXPORT,VALUE_IN_EUROS,102144.0
2019,Italy,ES,Fresh or chilled courgettes(2012-2500),EXPORT,QUANTITY_IN_100KG,1201.0
2018,Italy,ES,"Fresh or chilled edible mushrooms (excl. chanterelles, flap mushrooms, mushrooms of the genus ""Agaricus"" and truffles)(2002-2500)",EXPORT,VALUE_IN_EUROS,122568.0
2018,Italy,ES,"Fresh or chilled edible mushrooms (excl. chanterelles, flap mushrooms, mushrooms of the genus ""Agaricus"" and truffles)(2002-2500)",EXPORT,QUANTITY_IN_100KG,58.0
2019,Italy,ES,"Fresh or chilled edible mushrooms (excl. chanterelles, flap mushrooms, mushrooms of the genus ""Agaricus"" and truffles)(2002-2500)",EXPORT,VALUE_IN_EUROS,60058.0
2019,Italy,ES,"Fresh or chilled edible mushrooms (excl. chanterelles, flap mushrooms, mushrooms of the genus ""Agaricus"" and truffles)(2002-2500)",EXPORT,QUANTITY_IN_100KG,12.0
2018,Italy,ES,Fresh or chilled fennel(2012-2500),EXPORT,VALUE_IN_EUROS,506629.0
2018,Italy,ES,Fresh or chilled fennel(2012-2500),EXPORT,QUANTITY_IN_100KG,6180.0
2019,Italy,ES,Fresh or chilled fennel(2012-2500),EXPORT,VALUE_IN_EUROS,518685.0
2019,Italy,ES,Fresh or chilled fennel(2012-2500),EXPORT,QUANTITY_IN_100KG,5330.0
2018,Italy,ES,Fresh or chilled flap mushrooms(2002-2500),EXPORT,VALUE_IN_EUROS,553476.0
2018,Italy,ES,Fresh or chilled flap mushrooms(2002-2500),EXPORT,QUANTITY_IN_100KG,986.0
2019,Italy,ES,Fresh or chilled flap mushrooms(2002-2500),EXPORT,VALUE_IN_EUROS,405608.0
2019,Italy,ES,Fresh or chilled flap mushrooms(2002-2500),EXPORT,QUANTITY_IN_100KG,660.0
2018,Italy,ES,"Fresh or chilled fruits of genus Capsicum or Pimenta (excl. for industrial manufacture of capsicin or capsicum oleoresin dyes, for industrial manufacture of essential oils or resinoids, and sweet peppers)(1988-2500)",EXPORT,VALUE_IN_EUROS,52460.0
2018,Italy,ES,"Fresh or chilled fruits of genus Capsicum or Pimenta (excl. for industrial manufacture of capsicin or capsicum oleoresin dyes, for industrial manufacture of essential oils or resinoids, and sweet peppers)(1988-2500)",EXPORT,QUANTITY_IN_100KG,355.0
2019,Italy,ES,"Fresh or chilled fruits of genus Capsicum or Pimenta (excl. for industrial manufacture of capsicin or capsicum oleoresin dyes, for industrial manufacture of essential oils or resinoids, and sweet peppers)(1988-2500)",EXPORT,VALUE_IN_EUROS,65145.0
2019,Italy,ES,"Fresh or chilled fruits of genus Capsicum or Pimenta (excl. for industrial manufacture of capsicin or capsicum oleoresin dyes, for industrial manufacture of essential oils or resinoids, and sweet peppers)(1988-2500)",EXPORT,QUANTITY_IN_100KG,421.0
2018,Italy,ES,Fresh or chilled globe artichokes(2012-2500),EXPORT,VALUE_IN_EUROS,11755.0
2018,Italy,ES,Fresh or chilled globe artichokes(2012-2500),EXPORT,QUANTITY_IN_100KG,52.0
2019,Italy,ES,Fresh or chilled globe artichokes(2012-2500),EXPORT,VALUE_IN_EUROS,109474.0
2019,Italy,ES,Fresh or chilled globe artichokes(2012-2500),EXPORT,QUANTITY_IN_100KG,1275.0
2018,Italy,ES,"Fresh or chilled leguminous vegetables, shelled or unshelled (excl. peas ""Pisum sativum"" and beans ""Vigna spp., Phaseolus spp."")(1988-2500)",EXPORT,VALUE_IN_EUROS,3527.0
2018,Italy,ES,"Fresh or chilled leguminous vegetables, shelled or unshelled (excl. peas ""Pisum sativum"" and beans ""Vigna spp., Phaseolus spp."")(1988-2500)",EXPORT,QUANTITY_IN_100KG,19.0
2019,Italy,ES,"Fresh or chilled leguminous vegetables, shelled or unshelled (excl. peas ""Pisum sativum"" and beans ""Vigna spp., Phaseolus spp."")(1988-2500)",EXPORT,VALUE_IN_EUROS,10626.0
2019,Italy,ES,"Fresh or chilled leguminous vegetables, shelled or unshelled (excl. peas ""Pisum sativum"" and beans ""Vigna spp., Phaseolus spp."")(1988-2500)",EXPORT,QUANTITY_IN_100KG,93.0
2018,Italy,ES,Fresh or chilled lettuce (excl. cabbage lettuce)(1988-2500),EXPORT,VALUE_IN_EUROS,2408983.0
2018,Italy,ES,Fresh or chilled lettuce (excl. cabbage lettuce)(1988-2500),EXPORT,QUANTITY_IN_100KG,4537.0
2019,Italy,ES,Fresh or chilled lettuce (excl. cabbage lettuce)(1988-2500),EXPORT,VALUE_IN_EUROS,2540237.0
2019,Italy,ES,Fresh or chilled lettuce (excl. cabbage lettuce)(1988-2500),EXPORT,QUANTITY_IN_100KG,5037.0
2018,Italy,ES,"Fresh or chilled mushrooms of the genus ""Agaricus""(2002-2500)",EXPORT,VALUE_IN_EUROS,54897.0
2018,Italy,ES,"Fresh or chilled mushrooms of the genus ""Agaricus""(2002-2500)",EXPORT,QUANTITY_IN_100KG,239.0
2019,Italy,ES,"Fresh or chilled mushrooms of the genus ""Agaricus""(2002-2500)",EXPORT,VALUE_IN_EUROS,108515.0
2019,Italy,ES,"Fresh or chilled mushrooms of the genus ""Agaricus""(2002-2500)",EXPORT,QUANTITY_IN_100KG,519.0
2018,Italy,ES,Fresh or chilled new potatoes from 1 January to 30 June(2000-2500),EXPORT,VALUE_IN_EUROS,283458.0
2018,Italy,ES,Fresh or chilled new potatoes from 1 January to 30 June(2000-2500),EXPORT,QUANTITY_IN_100KG,5916.0
2019,Italy,ES,Fresh or chilled new potatoes from 1 January to 30 June(2000-2500),EXPORT,VALUE_IN_EUROS,566863.0
2019,Italy,ES,Fresh or chilled new potatoes from 1 January to 30 June(2000-2500),EXPORT,QUANTITY_IN_100KG,10110.0
2018,Italy,ES,Fresh or chilled olives (excl. for oil production)(2012-2500),EXPORT,VALUE_IN_EUROS,353820.0
2018,Italy,ES,Fresh or chilled olives (excl. for oil production)(2012-2500),EXPORT,QUANTITY_IN_100KG,890.0
2019,Italy,ES,Fresh or chilled olives (excl. for oil production)(2012-2500),EXPORT,VALUE_IN_EUROS,381989.0
2019,Italy,ES,Fresh or chilled olives (excl. for oil production)(2012-2500),EXPORT,QUANTITY_IN_100KG,1014.0
2018,Italy,ES,Fresh or chilled olives for oil production(2012-2500),EXPORT,VALUE_IN_EUROS,1167.0
2018,Italy,ES,Fresh or chilled olives for oil production(2012-2500),EXPORT,QUANTITY_IN_100KG,4.0
2019,Italy,ES,Fresh or chilled olives for oil production(2012-2500),EXPORT,VALUE_IN_EUROS,13610.0
2019,Italy,ES,Fresh or chilled olives for oil production(2012-2500),EXPORT,QUANTITY_IN_100KG,83.0
2018,Italy,ES,"Fresh or chilled peas ""Pisum sativum"", shelled or unshelled(2000-2500)",EXPORT,VALUE_IN_EUROS,540.0
2018,Italy,ES,"Fresh or chilled peas ""Pisum sativum"", shelled or unshelled(2000-2500)",EXPORT,QUANTITY_IN_100KG,2.0
2019,Italy,ES,"Fresh or chilled peas ""Pisum sativum"", shelled or unshelled(2000-2500)",EXPORT,VALUE_IN_EUROS,1864.0
2019,Italy,ES,"Fresh or chilled peas ""Pisum sativum"", shelled or unshelled(2000-2500)",EXPORT,QUANTITY_IN_100KG,11.0
2018,Italy,ES,"Fresh or chilled spinach, New Zealand spinach and orache spinach(1988-2500)",EXPORT,VALUE_IN_EUROS,293300.0
2018,Italy,ES,"Fresh or chilled spinach, New Zealand spinach and orache spinach(1988-2500)",EXPORT,QUANTITY_IN_100KG,1444.0
2019,Italy,ES,"Fresh or chilled spinach, New Zealand spinach and orache spinach(1988-2500)",EXPORT,VALUE_IN_EUROS,289148.0
2019,Italy,ES,"Fresh or chilled spinach, New Zealand spinach and orache spinach(1988-2500)",EXPORT,QUANTITY_IN_100KG,1493.0
2018,Italy,ES,Fresh or chilled sweet peppers(1988-2500),EXPORT,VALUE_IN_EUROS,309770.0
2018,Italy,ES,Fresh or chilled sweet peppers(1988-2500),EXPORT,QUANTITY_IN_100KG,2587.0
2019,Italy,ES,Fresh or chilled sweet peppers(1988-2500),EXPORT,VALUE_IN_EUROS,406146.0
2019,Italy,ES,Fresh or chilled sweet peppers(1988-2500),EXPORT,QUANTITY_IN_100KG,3547.0
2019,Italy,ES,Fresh or chilled sweetcorn(2012-2500),EXPORT,VALUE_IN_EUROS,125.0
2019,Italy,ES,Fresh or chilled sweetcorn(2012-2500),EXPORT,QUANTITY_IN_100KG,1.0
2018,Italy,ES,Fresh or chilled truffles(2007-2500),EXPORT,VALUE_IN_EUROS,1527363.0
2018,Italy,ES,Fresh or chilled truffles(2007-2500),EXPORT,QUANTITY_IN_100KG,82.0
2019,Italy,ES,Fresh or chilled truffles(2007-2500),EXPORT,VALUE_IN_EUROS,1689840.0
2019,Italy,ES,Fresh or chilled truffles(2007-2500),EXPORT,QUANTITY_IN_100KG,96.0
2018,Italy,ES,Fresh or chilled witloof chicory(1988-2500),EXPORT,VALUE_IN_EUROS,37519.0
2018,Italy,ES,Fresh or chilled witloof chicory(1988-2500),EXPORT,QUANTITY_IN_100KG,393.0
2019,Italy,ES,Fresh or chilled witloof chicory(1988-2500),EXPORT,VALUE_IN_EUROS,30707.0
2019,Italy,ES,Fresh or chilled witloof chicory(1988-2500),EXPORT,QUANTITY_IN_100KG,441.0
2018,Italy,ES,Fresh or dried avocados(2000-2500),EXPORT,VALUE_IN_EUROS,381825.0
2018,Italy,ES,Fresh or dried avocados(2000-2500),EXPORT,QUANTITY_IN_100KG,1882.0
2019,Italy,ES,Fresh or dried avocados(2000-2500),EXPORT,VALUE_IN_EUROS,106699.0
2019,Italy,ES,Fresh or dried avocados(2000-2500),EXPORT,QUANTITY_IN_100KG,286.0
2018,Italy,ES,"Fresh or dried citrus fruit (excl. oranges, lemons ""Citrus limon, Citrus limonum"", limes ""Citrus aurantifolia, Citrus latifolia"", grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(2002-2500)|Fresh or dried citrus fruit (excl. oranges, lemons, grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(1988-2001)",EXPORT,VALUE_IN_EUROS,117621.0
2018,Italy,ES,"Fresh or dried citrus fruit (excl. oranges, lemons ""Citrus limon, Citrus limonum"", limes ""Citrus aurantifolia, Citrus latifolia"", grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(2002-2500)|Fresh or dried citrus fruit (excl. oranges, lemons, grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(1988-2001)",EXPORT,QUANTITY_IN_100KG,736.0
2019,Italy,ES,"Fresh or dried citrus fruit (excl. oranges, lemons ""Citrus limon, Citrus limonum"", limes ""Citrus aurantifolia, Citrus latifolia"", grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(2002-2500)|Fresh or dried citrus fruit (excl. oranges, lemons, grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(1988-2001)",EXPORT,VALUE_IN_EUROS,375376.0
2019,Italy,ES,"Fresh or dried citrus fruit (excl. oranges, lemons ""Citrus limon, Citrus limonum"", limes ""Citrus aurantifolia, Citrus latifolia"", grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(2002-2500)|Fresh or dried citrus fruit (excl. oranges, lemons, grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)(1988-2001)",EXPORT,QUANTITY_IN_100KG,2648.0
2018,Italy,ES,Fresh or dried clementines incl. monreales(2017-2500),EXPORT,VALUE_IN_EUROS,218567.0
2018,Italy,ES,Fresh or dried clementines incl. monreales(2017-2500),EXPORT,QUANTITY_IN_100KG,4379.0
2019,Italy,ES,Fresh or dried clementines incl. monreales(2017-2500),EXPORT,VALUE_IN_EUROS,402824.0
2019,Italy,ES,Fresh or dried clementines incl. monreales(2017-2500),EXPORT,QUANTITY_IN_100KG,3830.0
2018,Italy,ES,Fresh or dried dates(1988-2500),EXPORT,VALUE_IN_EUROS,5320.0
2018,Italy,ES,Fresh or dried dates(1988-2500),EXPORT,QUANTITY_IN_100KG,6.0
2019,Italy,ES,Fresh or dried dates(1988-2500),EXPORT,VALUE_IN_EUROS,416520.0
2019,Italy,ES,Fresh or dried dates(1988-2500),EXPORT,QUANTITY_IN_100KG,1153.0
2018,Italy,ES,Fresh or dried grapefruit(2000-2500)|Fresh or dried grapefruit(1988-1994),EXPORT,VALUE_IN_EUROS,110447.0
2018,Italy,ES,Fresh or dried grapefruit(2000-2500)|Fresh or dried grapefruit(1988-1994),EXPORT,QUANTITY_IN_100KG,1425.0
2019,Italy,ES,Fresh or dried grapefruit(2000-2500)|Fresh or dried grapefruit(1988-1994),EXPORT,VALUE_IN_EUROS,130191.0
2019,Italy,ES,Fresh or dried grapefruit(2000-2500)|Fresh or dried grapefruit(1988-1994),EXPORT,QUANTITY_IN_100KG,1322.0
2018,Italy,ES,"Fresh or dried guavas, mangoes and mangosteens(1988-2500)",EXPORT,VALUE_IN_EUROS,36156.0
2018,Italy,ES,"Fresh or dried guavas, mangoes and mangosteens(1988-2500)",EXPORT,QUANTITY_IN_100KG,288.0
2019,Italy,ES,"Fresh or dried guavas, mangoes and mangosteens(1988-2500)",EXPORT,VALUE_IN_EUROS,57770.0
2019,Italy,ES,"Fresh or dried guavas, mangoes and mangosteens(1988-2500)",EXPORT,QUANTITY_IN_100KG,488.0
2018,Italy,ES,"Fresh or dried lemons ""Citrus limon, Citrus limonum""(2002-2500)",EXPORT,VALUE_IN_EUROS,1149879.0
2018,Italy,ES,"Fresh or dried lemons ""Citrus limon, Citrus limonum""(2002-2500)",EXPORT,QUANTITY_IN_100KG,6201.0
2019,Italy,ES,"Fresh or dried lemons ""Citrus limon, Citrus limonum""(2002-2500)",EXPORT,VALUE_IN_EUROS,678227.0
2019,Italy,ES,"Fresh or dried lemons ""Citrus limon, Citrus limonum""(2002-2500)",EXPORT,QUANTITY_IN_100KG,6998.0
2018,Italy,ES,"Fresh or dried limes ""Citrus aurantifolia, Citrus latifolia""(2002-2500)",EXPORT,VALUE_IN_EUROS,8444.0
2018,Italy,ES,"Fresh or dried limes ""Citrus aurantifolia, Citrus latifolia""(2002-2500)",EXPORT,QUANTITY_IN_100KG,67.0
2019,Italy,ES,"Fresh or dried limes ""Citrus aurantifolia, Citrus latifolia""(2002-2500)",EXPORT,VALUE_IN_EUROS,17227.0
2019,Italy,ES,"Fresh or dried limes ""Citrus aurantifolia, Citrus latifolia""(2002-2500)",EXPORT,QUANTITY_IN_100KG,105.0
2018,Italy,ES,Fresh or dried mandarins incl. tangerines (excl. clementines and satsumas)(2017-2500),EXPORT,VALUE_IN_EUROS,27280.0
2018,Italy,ES,Fresh or dried mandarins incl. tangerines (excl. clementines and satsumas)(2017-2500),EXPORT,QUANTITY_IN_100KG,347.0
2019,Italy,ES,Fresh or dried mandarins incl. tangerines (excl. clementines and satsumas)(2017-2500),EXPORT,VALUE_IN_EUROS,2084.0
2019,Italy,ES,Fresh or dried mandarins incl. tangerines (excl. clementines and satsumas)(2017-2500),EXPORT,QUANTITY_IN_100KG,24.0
2018,Italy,ES,Fresh or dried pineapples(1988-2500),EXPORT,VALUE_IN_EUROS,1495795.0
2018,Italy,ES,Fresh or dried pineapples(1988-2500),EXPORT,QUANTITY_IN_100KG,22653.0
2019,Italy,ES,Fresh or dried pineapples(1988-2500),EXPORT,VALUE_IN_EUROS,1346976.0
2019,Italy,ES,Fresh or dried pineapples(1988-2500),EXPORT,QUANTITY_IN_100KG,17313.0
2018,Italy,ES,"Fresh pawpaws ""papayas""(1988-2500)",EXPORT,VALUE_IN_EUROS,1136.0
2018,Italy,ES,"Fresh pawpaws ""papayas""(1988-2500)",EXPORT,QUANTITY_IN_100KG,3.0
2018,Italy,ES,"Fresh peaches (excl. nectarines)(1998-2500)|Peaches, fresh (excl. nectarines)(1993-1994)",EXPORT,VALUE_IN_EUROS,204552.0
2018,Italy,ES,"Fresh peaches (excl. nectarines)(1998-2500)|Peaches, fresh (excl. nectarines)(1993-1994)",EXPORT,QUANTITY_IN_100KG,2112.0
2019,Italy,ES,"Fresh peaches (excl. nectarines)(1998-2500)|Peaches, fresh (excl. nectarines)(1993-1994)",EXPORT,VALUE_IN_EUROS,328926.0
2019,Italy,ES,"Fresh peaches (excl. nectarines)(1998-2500)|Peaches, fresh (excl. nectarines)(1993-1994)",EXPORT,QUANTITY_IN_100KG,3679.0
2018,Italy,ES,Fresh pears (excl. perry pears in bulk from 1 August to 31 December)(2012-2500),EXPORT,VALUE_IN_EUROS,1849421.0
2018,Italy,ES,Fresh pears (excl. perry pears in bulk from 1 August to 31 December)(2012-2500),EXPORT,QUANTITY_IN_100KG,26120.0
2019,Italy,ES,Fresh pears (excl. perry pears in bulk from 1 August to 31 December)(2012-2500),EXPORT,VALUE_IN_EUROS,1388671.0
2019,Italy,ES,Fresh pears (excl. perry pears in bulk from 1 August to 31 December)(2012-2500),EXPORT,QUANTITY_IN_100KG,13734.0
2018,Italy,ES,Fresh persimmons(2012-2500),EXPORT,VALUE_IN_EUROS,51745.0
2018,Italy,ES,Fresh persimmons(2012-2500),EXPORT,QUANTITY_IN_100KG,973.0
2019,Italy,ES,Fresh persimmons(2012-2500),EXPORT,VALUE_IN_EUROS,44483.0
2019,Italy,ES,Fresh persimmons(2012-2500),EXPORT,QUANTITY_IN_100KG,570.0
2018,Italy,ES,Fresh plums(1998-2500),EXPORT,VALUE_IN_EUROS,741758.0
2018,Italy,ES,Fresh plums(1998-2500),EXPORT,QUANTITY_IN_100KG,6864.0
2019,Italy,ES,Fresh plums(1998-2500),EXPORT,VALUE_IN_EUROS,148935.0
2019,Italy,ES,Fresh plums(1998-2500),EXPORT,QUANTITY_IN_100KG,1748.0
2018,Italy,ES,Fresh raspberries(1988-2500),EXPORT,VALUE_IN_EUROS,305002.0
2018,Italy,ES,Fresh raspberries(1988-2500),EXPORT,QUANTITY_IN_100KG,306.0
2019,Italy,ES,Fresh raspberries(1988-2500),EXPORT,VALUE_IN_EUROS,303907.0
2019,Italy,ES,Fresh raspberries(1988-2500),EXPORT,QUANTITY_IN_100KG,293.0
2018,Italy,ES,Fresh redcurrants(2012-2500)|Fresh red currants(1988-2006),EXPORT,VALUE_IN_EUROS,293434.0
2018,Italy,ES,Fresh redcurrants(2012-2500)|Fresh red currants(1988-2006),EXPORT,QUANTITY_IN_100KG,441.0
2019,Italy,ES,Fresh redcurrants(2012-2500)|Fresh red currants(1988-2006),EXPORT,VALUE_IN_EUROS,425198.0
2019,Italy,ES,Fresh redcurrants(2012-2500)|Fresh red currants(1988-2006),EXPORT,QUANTITY_IN_100KG,424.0
2018,Italy,ES,Fresh sloes(1988-2500),EXPORT,VALUE_IN_EUROS,20088.0
2018,Italy,ES,Fresh sloes(1988-2500),EXPORT,QUANTITY_IN_100KG,216.0
2019,Italy,ES,Fresh sloes(1988-2500),EXPORT,VALUE_IN_EUROS,2704.0
2019,Italy,ES,Fresh sloes(1988-2500),EXPORT,QUANTITY_IN_100KG,24.0
2018,Italy,ES,"Fresh sour cherries ""Prunus cerasus""(2012-2500)",EXPORT,VALUE_IN_EUROS,43661.0
2018,Italy,ES,"Fresh sour cherries ""Prunus cerasus""(2012-2500)",EXPORT,QUANTITY_IN_100KG,192.0
2019,Italy,ES,"Fresh sour cherries ""Prunus cerasus""(2012-2500)",EXPORT,VALUE_IN_EUROS,195196.0
2019,Italy,ES,"Fresh sour cherries ""Prunus cerasus""(2012-2500)",EXPORT,QUANTITY_IN_100KG,512.0
2018,Italy,ES,Fresh strawberries(2000-2500),EXPORT,VALUE_IN_EUROS,261054.0
2018,Italy,ES,Fresh strawberries(2000-2500),EXPORT,QUANTITY_IN_100KG,1181.0
2019,Italy,ES,Fresh strawberries(2000-2500),EXPORT,VALUE_IN_EUROS,136682.0
2019,Italy,ES,Fresh strawberries(2000-2500),EXPORT,QUANTITY_IN_100KG,661.0
2018,Italy,ES,Fresh sweet oranges (excl. navel and white oranges)(2017-2500),EXPORT,VALUE_IN_EUROS,265972.0
2018,Italy,ES,Fresh sweet oranges (excl. navel and white oranges)(2017-2500),EXPORT,QUANTITY_IN_100KG,3183.0
2019,Italy,ES,Fresh sweet oranges (excl. navel and white oranges)(2017-2500),EXPORT,VALUE_IN_EUROS,279174.0
2019,Italy,ES,Fresh sweet oranges (excl. navel and white oranges)(2017-2500),EXPORT,QUANTITY_IN_100KG,3169.0
2018,Italy,ES,Fresh table grapes(1998-2500),EXPORT,VALUE_IN_EUROS,34357287.0
2018,Italy,ES,Fresh table grapes(1998-2500),EXPORT,QUANTITY_IN_100KG,232890.0
2019,Italy,ES,Fresh table grapes(1998-2500),EXPORT,VALUE_IN_EUROS,36938409.0
2019,Italy,ES,Fresh table grapes(1998-2500),EXPORT,QUANTITY_IN_100KG,238099.0
2018,Italy,ES,Fresh watermelons(1996-2500),EXPORT,VALUE_IN_EUROS,1426104.0
2018,Italy,ES,Fresh watermelons(1996-2500),EXPORT,QUANTITY_IN_100KG,53498.0
2019,Italy,ES,Fresh watermelons(1996-2500),EXPORT,VALUE_IN_EUROS,756563.0
2019,Italy,ES,Fresh watermelons(1996-2500),EXPORT,QUANTITY_IN_100KG,25285.0
2018,Italy,ES,Fresh white oranges(2017-2500),EXPORT,VALUE_IN_EUROS,2454912.0
2018,Italy,ES,Fresh white oranges(2017-2500),EXPORT,QUANTITY_IN_100KG,32856.0
2019,Italy,ES,Fresh white oranges(2017-2500),EXPORT,VALUE_IN_EUROS,3282979.0
2019,Italy,ES,Fresh white oranges(2017-2500),EXPORT,QUANTITY_IN_100KG,40547.0
2018,Italy,ES,"Garlic, fresh or chilled(1988-2500)",EXPORT,VALUE_IN_EUROS,21601.0
2018,Italy,ES,"Garlic, fresh or chilled(1988-2500)",EXPORT,QUANTITY_IN_100KG,127.0
2019,Italy,ES,"Garlic, fresh or chilled(1988-2500)",EXPORT,VALUE_IN_EUROS,39795.0
2019,Italy,ES,"Garlic, fresh or chilled(1988-2500)",EXPORT,QUANTITY_IN_100KG,207.0
2018,Italy,ES,"Onions, fresh or chilled (excl. sets)(1988-2500)",EXPORT,VALUE_IN_EUROS,102428.0
2018,Italy,ES,"Onions, fresh or chilled (excl. sets)(1988-2500)",EXPORT,QUANTITY_IN_100KG,1224.0
2019,Italy,ES,"Onions, fresh or chilled (excl. sets)(1988-2500)",EXPORT,VALUE_IN_EUROS,191395.0
2019,Italy,ES,"Onions, fresh or chilled (excl. sets)(1988-2500)",EXPORT,QUANTITY_IN_100KG,3816.0
2018,Italy,ES,"Plantains, fresh(2012-2500)",EXPORT,VALUE_IN_EUROS,562681.0
2018,Italy,ES,"Plantains, fresh(2012-2500)",EXPORT,QUANTITY_IN_100KG,6405.0
2019,Italy,ES,"Plantains, fresh(2012-2500)",EXPORT,VALUE_IN_EUROS,871696.0
2019,Italy,ES,"Plantains, fresh(2012-2500)",EXPORT,QUANTITY_IN_100KG,11855.0
2019,Italy,ES,"Potatoes for manufacture of starch, fresh or chilled(1988-2500)",EXPORT,VALUE_IN_EUROS,10909.0
2019,Italy,ES,"Potatoes for manufacture of starch, fresh or chilled(1988-2500)",EXPORT,QUANTITY_IN_100KG,101.0
2018,Italy,ES,"Potatoes, fresh or chilled (excl. new potatoes from 1 January to 30 June, seed potatoes and potatoes for manufacture of starch)(1988-2500)",EXPORT,VALUE_IN_EUROS,71377.0
2018,Italy,ES,"Potatoes, fresh or chilled (excl. new potatoes from 1 January to 30 June, seed potatoes and potatoes for manufacture of starch)(1988-2500)",EXPORT,QUANTITY_IN_100KG,1413.0
2019,Italy,ES,"Potatoes, fresh or chilled (excl. new potatoes from 1 January to 30 June, seed potatoes and potatoes for manufacture of starch)(1988-2500)",EXPORT,VALUE_IN_EUROS,279835.0
2019,Italy,ES,"Potatoes, fresh or chilled (excl. new potatoes from 1 January to 30 June, seed potatoes and potatoes for manufacture of starch)(1988-2500)",EXPORT,QUANTITY_IN_100KG,6380.0
2018,Italy,ES,Sultanas(2005-2500),EXPORT,VALUE_IN_EUROS,19935.0
2018,Italy,ES,Sultanas(2005-2500),EXPORT,QUANTITY_IN_100KG,83.0
2019,Italy,ES,Sultanas(2005-2500),EXPORT,VALUE_IN_EUROS,8233.0
2019,Italy,ES,Sultanas(2005-2500),EXPORT,QUANTITY_IN_100KG,22.0
2018,Italy,ES,"Tomatoes, fresh or chilled(1998-2500)",EXPORT,VALUE_IN_EUROS,845142.0
2018,Italy,ES,"Tomatoes, fresh or chilled(1998-2500)",EXPORT,QUANTITY_IN_100KG,6034.0
2019,Italy,ES,"Tomatoes, fresh or chilled(1998-2500)",EXPORT,VALUE_IN_EUROS,877715.0
2019,Italy,ES,"Tomatoes, fresh or chilled(1998-2500)",EXPORT,QUANTITY_IN_100KG,6804.0
2018,Italy,ES,"White and red cabbages, fresh or chilled(1988-2500)",EXPORT,VALUE_IN_EUROS,3696.0
2018,Italy,ES,"White and red cabbages, fresh or chilled(1988-2500)",EXPORT,QUANTITY_IN_100KG,37.0
2019,Italy,ES,"White and red cabbages, fresh or chilled(1988-2500)",EXPORT,VALUE_IN_EUROS,1225.0
2019,Italy,ES,"White and red cabbages, fresh or chilled(1988-2500)",EXPORT,QUANTITY_IN_100KG,14.0
2018,Latvia,ES,Dried apricots(1988-2500),EXPORT,VALUE_IN_EUROS,6869.0
2018,Latvia,ES,Dried apricots(1988-2500),EXPORT,QUANTITY_IN_100KG,32.0
2019,Latvia,ES,Dried apricots(1988-2500),EXPORT,VALUE_IN_EUROS,18295.0
2019,Latvia,ES,Dried apricots(1988-2500),EXPORT,QUANTITY_IN_100KG,82.0
2018,Latvia,ES,Dried grapes (excl. currants and sultanas)(2005-2500),EXPORT,VALUE_IN_EUROS,2111.0
2018,Latvia,ES,Dried grapes (excl. currants and sultanas)(2005-2500),EXPORT,QUANTITY_IN_100KG,14.0
2019,Latvia,ES,Dried grapes (excl. currants and sultanas)(2005-2500),EXPORT,VALUE_IN_EUROS,3045.0
2019,Latvia,ES,Dried grapes (excl. currants and sultanas)(2005-2500),EXPORT,QUANTITY_IN_100KG,17.0
2018,Latvia,ES,Dried prunes(1988-2500),EXPORT,VALUE_IN_EUROS,1014.0
2018,Latvia,ES,Dried prunes(1988-2500),EXPORT,QUANTITY_IN_100KG,4.0
2019,Latvia,ES,Dried prunes(1988-2500),EXPORT,VALUE_IN_EUROS,1271.0
2019,Latvia,ES,Dried prunes(1988-2500),EXPORT,QUANTITY_IN_100KG,6.0
2018,Latvia,ES,Fresh or chilled carrots and turnips(1988-2500),EXPORT,VALUE_IN_EUROS,2362.0
2018,Latvia,ES,Fresh or chilled carrots and turnips(1988-2500),EXPORT,QUANTITY_IN_100KG,11.0
2019,Latvia,ES,Fresh or chilled carrots and turnips(1988-2500),EXPORT,VALUE_IN_EUROS,144.0
2019,Latvia,ES,Fresh or chilled carrots and turnips(1988-2500),EXPORT,QUANTITY_IN_100KG,1.0
2018,Latvia,ES,"Fresh or chilled peas ""Pisum sativum"", shelled or unshelled(2000-2500)",EXPORT,VALUE_IN_EUROS,1169393.0
2018,Latvia,ES,"Fresh or chilled peas ""Pisum sativum"", shelled or unshelled(2000-2500)",EXPORT,QUANTITY_IN_100KG,56340.0
2019,Latvia,ES,Fresh or dried clementines incl. monreales(2017-2500),EXPORT,VALUE_IN_EUROS,5410.0
2019,Latvia,ES,Fresh or dried clementines incl. monreales(2017-2500),EXPORT,QUANTITY_IN_100KG,119.0
2018,Latvia,ES,Fresh or dried dates(1988-2500),EXPORT,VALUE_IN_EUROS,3600.0
