FECHA,PRODUCTO,SECTOR,PRECIO MEDIO,PROCEDENCIA
2019-07,FRUTAS PLATANOS CANARIOS,FRUTAS OTRAS,1.00,MercaBarna
2019-07,FRUTAS PLATANOS IMPORTACION,FRUTAS OTRAS,0.80,MercaBarna
2019-07,FRUTAS SANDIA CON GRANA,FRUTAS OTRAS,0.62,MercaBarna
2019-07,FRUTAS SANDIA SIN GRANA,FRUTAS OTRAS,0.64,MercaBarna
2019-07,FRUTAS UVA BLANCA,FRUTAS OTRAS,2.24,MercaBarna
2019-07,FRUTAS UVA NEGRA,FRUTAS OTRAS,1.96,MercaBarna
2019-07,GIRGOLAS,OTROS SETAS,2.50,MercaBarna
2019-07,GUISANTE,HORTALIZAS VAINA,1.50,MercaBarna
2019-07,HINOJO,HORTALIZAS HOJA,0.85,MercaBarna
2019-07,JUDIA BOBI,HORTALIZAS VAINA,3.00,MercaBarna
2019-07,JUDIA FINA,HORTALIZAS VAINA,3.60,MercaBarna
2019-07,JUDIA PERONA,HORTALIZAS VAINA,4.26,MercaBarna
2019-07,JUDIAS SIN DETERMINAR,HORTALIZAS VAINA,2.66,MercaBarna
2019-07,LECHUGA ICEBERG,HORTALIZAS HOJA,0.56,MercaBarna
2019-07,LECHUGA LARGA,HORTALIZAS HOJA,0.56,MercaBarna
2019-07,LECHUGA SIN DETERMINAR,HORTALIZAS HOJA,0.70,MercaBarna
2019-07,LICHIS,FRUTAS EXOTICAS,2.45,MercaBarna
2019-07,LIMA,FRUTAS CITRICOS,2.10,MercaBarna
2019-07,LIMON,FRUTAS CITRICOS,0.77,MercaBarna
2019-07,MAIZ,OTROS OTROS,1.95,MercaBarna
2019-07,MANDARINA CLEMENTINA,FRUTAS CITRICOS,1.30,MercaBarna
2019-07,MANDARINA SATSUMA,FRUTAS CITRICOS,1.10,MercaBarna
2019-07,MANDARINAS SIN DETER.,FRUTAS CITRICOS,1.24,MercaBarna
2019-07,MANGOS,FRUTAS EXOTICAS,2.41,MercaBarna
2019-07,MANZANA AMARILLA GOLDEN,FRUTAS SEMILLA,0.75,MercaBarna
2019-07,MANZANA BICOLOR,FRUTAS SEMILLA,1.30,MercaBarna
2019-07,MANZANA ROJA,FRUTAS SEMILLA,1.30,MercaBarna
2019-07,MANZANA VERDE GRANNY SMITH,FRUTAS SEMILLA,1.05,MercaBarna
2019-07,MANZANAS SIN DETERMINAR,FRUTAS SEMILLA,1.50,MercaBarna
2019-07,MARACUYA,FRUTAS EXOTICAS,4.40,MercaBarna
2019-07,MELOCOTON AMARILLO,FRUTAS HUESO,1.58,MercaBarna
2019-07,MELOCOTON ROJO P.BLANCA,FRUTAS HUESO,1.15,MercaBarna
2019-07,MELOCOTONES ROJOS P.AMARILLA,FRUTAS HUESO,1.11,MercaBarna
2019-07,MEMBRILLO,FRUTAS SEMILLA,0.85,MercaBarna
2019-07,NABO,HORTALIZAS RAIZ,0.60,MercaBarna
2019-07,NARANJA,FRUTAS CITRICOS,0.80,MercaBarna
2019-07,NECTARINA PULPA AMARILLA,FRUTAS HUESO,0.89,MercaBarna
2019-07,NECTARINA PULPA BLANCA,FRUTAS HUESO,1.01,MercaBarna
2019-07,NISPERO,FRUTAS SEMILLA,1.69,MercaBarna
2019-07,NÃSCALOS,OTROS SETAS,12.00,MercaBarna
2019-07,PAPAYAS,FRUTAS EXOTICAS,2.60,MercaBarna
2019-07,PATATA BLANCA CALIDAD MONA LISA,HORTALIZAS TUBERCULO,0.67,MercaBarna
2019-07,PATATA ROJA,HORTALIZAS TUBERCULO,0.57,MercaBarna
2019-07,PEPINO,HORTALIZAS FRUTO,0.95,MercaBarna
2019-07,PERA BLANQUILLA,FRUTAS SEMILLA,0.98,MercaBarna
2019-07,PERA DE INVIERNO,FRUTAS SEMILLA,0.85,MercaBarna
2019-07,PERA DE VERANO,FRUTAS SEMILLA,1.44,MercaBarna
2019-07,PERA TEMPRANA,FRUTAS SEMILLA,1.00,MercaBarna
2019-07,PEREJIL,HORTALIZAS HOJA,0.50,MercaBarna
2019-07,PIMIENTO LAMUYO,HORTALIZAS FRUTO,1.15,MercaBarna
2019-07,PIMIENTO ROJO,HORTALIZAS FRUTO,1.44,MercaBarna
2019-07,PIMIENTO VERDE ITALIANO,HORTALIZAS FRUTO,1.26,MercaBarna
2019-07,PITAHAYA,FRUTAS EXOTICAS,2.70,MercaBarna
2019-07,POMELO,FRUTAS CITRICOS,1.32,MercaBarna
2019-07,PUERROS,HORTALIZAS BULBOS,1.15,MercaBarna
2019-07,RABANOS,HORTALIZAS RAIZ,0.35,MercaBarna
2019-07,RAMBUTAN,FRUTAS EXOTICAS,5.00,MercaBarna
2019-07,REMOLACHA,HORTALIZAS RAIZ,0.70,MercaBarna
2019-07,SECO ALMENDRAS,FRUTAS FRUTO,3.80,MercaBarna
2019-07,SECO AVELLANAS,FRUTAS FRUTO,3.40,MercaBarna
2019-07,SECO NUECES,FRUTAS FRUTO,3.50,MercaBarna
2019-07,SETAS SIN DETERMINAR,OTROS SETAS,10.00,MercaBarna
2019-07,TOMATE MADURO,HORTALIZAS FRUTO,0.86,MercaBarna
2019-07,TOMATE VERDE,HORTALIZAS FRUTO,1.01,MercaBarna
2019-07,VARIOS,OTROS OTROS,1.50,MercaBarna
2019-07,VERDURAS OTRAS,HORTALIZAS OTROS,0.70,MercaBarna
2019-07,ZANAHORIA,HORTALIZAS RAIZ,0.54,MercaBarna
2019-08,ACEITUNAS,FRUTAS HUESO,3.80,MercaBarna
2019-08,ACELGAS,HORTALIZAS HOJA,0.58,MercaBarna
2019-08,AGUACATE,FRUTAS EXOTICAS,2.72,MercaBarna
2019-08,AJOS SECOS,HORTALIZAS BULBOS,2.02,MercaBarna
2019-08,AJOS TIERNOS,HORTALIZAS BULBOS,0.63,MercaBarna
2019-08,ALBARICOQUES,FRUTAS HUESO,1.19,MercaBarna
2019-08,ALCACHOFA,HORTALIZAS INFLORESC.,1.58,MercaBarna
2019-08,APIOS,HORTALIZAS HOJA,0.69,MercaBarna
2019-08,BATATA,HORTALIZAS TUBERCULO,1.57,MercaBarna
2019-08,BERENJENA LARGA,HORTALIZAS FRUTO,0.99,MercaBarna
2019-08,BERENJENA REDONDA,HORTALIZAS FRUTO,1.10,MercaBarna
2019-08,BERROS,HORTALIZAS HOJA,0.60,MercaBarna
2019-08,BORRAJA,HORTALIZAS HOJA,0.90,MercaBarna
2019-08,BROCOL,HORTALIZAS INFLORESC.,1.83,MercaBarna
2019-08,BROCULI,HORTALIZAS INFLORESC.,1.38,MercaBarna
2019-08,CALABACIN,HORTALIZAS FRUTO,0.47,MercaBarna
2019-08,CALABAZA,HORTALIZAS FRUTO,0.70,MercaBarna
2019-08,CALÇOTS,HORTALIZAS BULBOS,0.16,MercaBarna
2019-08,CARACOLES,OTROS OTROS,4.50,MercaBarna
2019-08,CARAMBOLA,FRUTAS EXOTICAS,5.00,MercaBarna
2019-08,CARDOS,HORTALIZAS HOJA,0.65,MercaBarna
2019-08,CAÑA DE AZUCAR,OTROS OTROS,1.00,MercaBarna
2019-08,CEBOLLA SECA,HORTALIZAS BULBOS,0.44,MercaBarna
2019-08,CEBOLLA SECA FIGUERAS,HORTALIZAS BULBOS,0.82,MercaBarna
2019-08,CEBOLLA TIERNA,HORTALIZAS BULBOS,0.53,MercaBarna
2019-08,CEREZAS,FRUTAS HUESO,4.13,MercaBarna
2019-08,CHAMPIÑONES,OTROS SETAS,1.55,MercaBarna
2019-08,CHIRIMOIA,FRUTAS EXOTICAS,1.80,MercaBarna
2019-08,CHIRIVIA,HORTALIZAS RAIZ,0.97,MercaBarna
2019-08,CIRUELA,FRUTAS HUESO,0.80,MercaBarna
2019-08,COCOS,FRUTAS EXOTICAS,1.05,MercaBarna
2019-08,COLES,HORTALIZAS HOJA,0.71,MercaBarna
2019-08,COLES CHINA,HORTALIZAS HOJA,1.00,MercaBarna
2019-08,COLES LOMBARDA,HORTALIZAS HOJA,0.55,MercaBarna
2019-08,COLIFLOR,HORTALIZAS INFLORESC.,1.23,MercaBarna
2019-08,DATILES,FRUTAS OTRAS,1.80,MercaBarna
2019-08,ENDIBIAS,HORTALIZAS TALLOS,0.97,MercaBarna
2019-08,ESCAROLA,HORTALIZAS HOJA,0.69,MercaBarna
2019-08,ESPARRAGO BLANCO,HORTALIZAS TALLOS,2.69,MercaBarna
2019-08,ESPARRAGO VERDE,HORTALIZAS TALLOS,1.81,MercaBarna
2019-08,ESPINACAS,HORTALIZAS HOJA,0.69,MercaBarna
2019-08,FRUTAS CAQUIS,FRUTAS OTRAS,1.70,MercaBarna
2019-08,FRUTAS FRAMBUESA,FRUTAS OTRAS,6.00,MercaBarna
2019-08,FRUTAS FRESA,FRUTAS OTRAS,7.36,MercaBarna
2019-08,FRUTAS FRESON,FRUTAS OTRAS,3.88,MercaBarna
2019-08,FRUTAS FRUTAS SIN DETERMINAR,FRUTAS OTRAS,0.90,MercaBarna
2019-08,FRUTAS GRANADAS,FRUTAS OTRAS,1.33,MercaBarna
2019-08,FRUTAS GROSELLA,FRUTAS OTRAS,11.00,MercaBarna
2019-08,FRUTAS HIGO CHUMBO,FRUTAS OTRAS,1.69,MercaBarna
2019-08,FRUTAS HIGOS,FRUTAS OTRAS,3.05,MercaBarna
2019-08,FRUTAS KIWIS,FRUTAS OTRAS,1.62,MercaBarna
2019-08,FRUTAS MELON AMARILLO,FRUTAS OTRAS,0.76,MercaBarna
2019-08,FRUTAS MELON GALIA,FRUTAS OTRAS,0.70,MercaBarna
2019-08,FRUTAS MELON SIN DETERMINAR,FRUTAS OTRAS,0.62,MercaBarna
2019-08,FRUTAS MELON VERDE PIEL DE SAPO,FRUTAS OTRAS,0.56,MercaBarna
2019-08,FRUTAS MORA,FRUTAS OTRAS,7.50,MercaBarna
2019-08,FRUTAS PIÑA TROPICAL,FRUTAS OTRAS,1.14,MercaBarna
2019-08,FRUTAS PLATANOS CANARIOS,FRUTAS OTRAS,0.86,MercaBarna
2019-08,FRUTAS PLATANOS IMPORTACION,FRUTAS OTRAS,0.78,MercaBarna
2019-08,FRUTAS SANDIA CON GRANA,FRUTAS OTRAS,0.50,MercaBarna
2019-08,FRUTAS SANDIA SIN GRANA,FRUTAS OTRAS,0.60,MercaBarna
2019-08,FRUTAS UVA BLANCA,FRUTAS OTRAS,1.80,MercaBarna
2019-08,FRUTAS UVA NEGRA,FRUTAS OTRAS,1.67,MercaBarna
2019-08,GIRGOLAS,OTROS SETAS,2.50,MercaBarna
2019-08,GUISANTE,HORTALIZAS VAINA,1.52,MercaBarna
2019-08,HINOJO,HORTALIZAS HOJA,0.85,MercaBarna
2019-08,JUDIA BOBI,HORTALIZAS VAINA,2.99,MercaBarna
2019-08,JUDIA FINA,HORTALIZAS VAINA,3.68,MercaBarna
2019-08,JUDIA PERONA,HORTALIZAS VAINA,4.23,MercaBarna
2019-08,JUDIAS SIN DETERMINAR,HORTALIZAS VAINA,2.64,MercaBarna
2019-08,LECHUGA ICEBERG,HORTALIZAS HOJA,0.48,MercaBarna
2019-08,LECHUGA LARGA,HORTALIZAS HOJA,0.56,MercaBarna
2019-08,LECHUGA SIN DETERMINAR,HORTALIZAS HOJA,0.70,MercaBarna
2019-08,LICHIS,FRUTAS EXOTICAS,2.45,MercaBarna
2019-08,LIMA,FRUTAS CITRICOS,2.10,MercaBarna
2019-08,LIMON,FRUTAS CITRICOS,1.04,MercaBarna
2019-08,MAIZ,OTROS OTROS,1.95,MercaBarna
2019-08,MANDARINA CLEMENTINA,FRUTAS CITRICOS,1.29,MercaBarna
2019-08,MANDARINAS SIN DETER.,FRUTAS CITRICOS,1.48,MercaBarna
2019-08,MANGOS,FRUTAS EXOTICAS,2.53,MercaBarna
2019-08,MANZANA AMARILLA GOLDEN,FRUTAS SEMILLA,0.74,MercaBarna
2019-08,MANZANA BICOLOR,FRUTAS SEMILLA,1.05,MercaBarna
2019-08,MANZANA ROJA,FRUTAS SEMILLA,1.14,MercaBarna
2019-08,MANZANA VERDE GRANNY SMITH,FRUTAS SEMILLA,1.26,MercaBarna
2019-08,MANZANAS SIN DETERMINAR,FRUTAS SEMILLA,1.49,MercaBarna
2019-08,MARACUYA,FRUTAS EXOTICAS,4.40,MercaBarna
2019-08,MELOCOTON AMARILLO,FRUTAS HUESO,1.03,MercaBarna
2019-08,MELOCOTON ROJO P.BLANCA,FRUTAS HUESO,0.81,MercaBarna
2019-08,MELOCOTONES ROJOS P.AMARILLA,FRUTAS HUESO,0.90,MercaBarna
2019-08,MEMBRILLO,FRUTAS SEMILLA,0.85,MercaBarna
2019-08,NABO,HORTALIZAS RAIZ,0.63,MercaBarna
2019-08,NARANJA,FRUTAS CITRICOS,1.05,MercaBarna
2019-08,NASHIS,FRUTAS SEMILLA,1.10,MercaBarna
2019-08,NECTARINA PULPA AMARILLA,FRUTAS HUESO,0.90,MercaBarna
2019-08,NECTARINA PULPA BLANCA,FRUTAS HUESO,0.85,MercaBarna
2019-08,NISPERO,FRUTAS SEMILLA,1.90,MercaBarna
2019-08,NÃSCALOS,OTROS SETAS,12.00,MercaBarna
2019-08,PAPAYAS,FRUTAS EXOTICAS,2.60,MercaBarna
2019-08,PATATA BLANCA CALIDAD MONA LISA,HORTALIZAS TUBERCULO,0.56,MercaBarna
2019-08,PATATA ROJA,HORTALIZAS TUBERCULO,0.47,MercaBarna
2019-08,PEPINO,HORTALIZAS FRUTO,0.64,MercaBarna
2019-08,PERA BLANQUILLA,FRUTAS SEMILLA,0.91,MercaBarna
2019-08,PERA DE INVIERNO,FRUTAS SEMILLA,0.88,MercaBarna
2019-08,PERA DE VERANO,FRUTAS SEMILLA,1.30,MercaBarna
2019-08,PERA TEMPRANA,FRUTAS SEMILLA,1.00,MercaBarna
2019-08,PEREJIL,HORTALIZAS HOJA,0.50,MercaBarna
2019-08,PIMIENTO LAMUYO,HORTALIZAS FRUTO,1.00,MercaBarna
2019-08,PIMIENTO ROJO,HORTALIZAS FRUTO,1.11,MercaBarna
2019-08,PIMIENTO VERDE ITALIANO,HORTALIZAS FRUTO,0.84,MercaBarna
2019-08,PITAHAYA,FRUTAS EXOTICAS,2.70,MercaBarna
2019-08,POMELO,FRUTAS CITRICOS,1.51,MercaBarna
2019-08,PUERROS,HORTALIZAS BULBOS,1.15,MercaBarna
2019-08,RABANOS,HORTALIZAS RAIZ,0.37,MercaBarna
2019-08,RAMBUTAN,FRUTAS EXOTICAS,5.00,MercaBarna
2019-08,REMOLACHA,HORTALIZAS RAIZ,0.70,MercaBarna
2019-08,SECO ALMENDRAS,FRUTAS FRUTO,3.80,MercaBarna
2019-08,SECO NUECES,FRUTAS FRUTO,3.48,MercaBarna
2019-08,SETAS SIN DETERMINAR,OTROS SETAS,10.00,MercaBarna
2019-08,TOMATE MADURO,HORTALIZAS FRUTO,0.81,MercaBarna
2019-08,TOMATE VERDE,HORTALIZAS FRUTO,0.90,MercaBarna
2019-08,VARIOS,OTROS OTROS,1.50,MercaBarna
2019-08,VERDURAS OTRAS,HORTALIZAS OTROS,0.70,MercaBarna
2019-08,ZANAHORIA,HORTALIZAS RAIZ,0.51,MercaBarna
2019-09,ACEITUNAS,FRUTAS HUESO,3.80,MercaBarna
2019-09,ACELGAS,HORTALIZAS HOJA,0.63,MercaBarna
2019-09,AGUACATE,FRUTAS EXOTICAS,3.14,MercaBarna
2019-09,AJOS SECOS,HORTALIZAS BULBOS,2.26,MercaBarna
2019-09,AJOS TIERNOS,HORTALIZAS BULBOS,0.85,MercaBarna
2019-09,ALBARICOQUES,FRUTAS HUESO,1.15,MercaBarna
2019-09,ALCACHOFA,HORTALIZAS INFLORESC.,3.36,MercaBarna
2019-09,APIOS,HORTALIZAS HOJA,0.68,MercaBarna
2019-09,BATATA,HORTALIZAS TUBERCULO,1.37,MercaBarna
2019-09,BERENJENA LARGA,HORTALIZAS FRUTO,0.91,MercaBarna
2019-09,BERROS,HORTALIZAS HOJA,0.60,MercaBarna
2019-09,BORRAJA,HORTALIZAS HOJA,0.90,MercaBarna
2019-09,BROCOL,HORTALIZAS INFLORESC.,1.80,MercaBarna
2019-09,BROCULI,HORTALIZAS INFLORESC.,1.22,MercaBarna
2019-09,CALABACIN,HORTALIZAS FRUTO,0.62,MercaBarna
2019-09,CALABAZA,HORTALIZAS FRUTO,0.61,MercaBarna
2019-09,CALÇOTS,HORTALIZAS BULBOS,0.16,MercaBarna
2019-09,CARAMBOLA,FRUTAS EXOTICAS,5.00,MercaBarna
2019-09,CARDOS,HORTALIZAS HOJA,0.65,MercaBarna
2019-09,CEBOLLA SECA,HORTALIZAS BULBOS,0.39,MercaBarna
2019-09,CEBOLLA SECA FIGUERAS,HORTALIZAS BULBOS,0.65,MercaBarna
2019-09,CEBOLLA TIERNA,HORTALIZAS BULBOS,0.50,MercaBarna
2019-09,CEREZAS,FRUTAS HUESO,5.00,MercaBarna
2019-09,CHIRIMOIA,FRUTAS EXOTICAS,2.03,MercaBarna
2019-09,CHIRIVIA,HORTALIZAS RAIZ,0.98,MercaBarna
2019-09,CIRUELA,FRUTAS HUESO,0.58,MercaBarna
2019-09,COCOS,FRUTAS EXOTICAS,1.05,MercaBarna
2019-09,COL BRUSELAS,HORTALIZAS HOJA,1.13,MercaBarna
2019-09,COLES,HORTALIZAS HOJA,1.07,MercaBarna
2019-09,COLES CHINA,HORTALIZAS HOJA,1.00,MercaBarna
2019-09,COLES LOMBARDA,HORTALIZAS HOJA,0.55,MercaBarna
2019-09,COLIFLOR,HORTALIZAS INFLORESC.,1.30,MercaBarna
2019-09,DATILES,FRUTAS OTRAS,1.80,MercaBarna
2019-09,ENDIBIAS,HORTALIZAS TALLOS,0.88,MercaBarna
2019-09,ESCAROLA,HORTALIZAS HOJA,0.93,MercaBarna
2019-09,ESPARRAGO BLANCO,HORTALIZAS TALLOS,3.40,MercaBarna
2019-09,ESPARRAGO VERDE,HORTALIZAS TALLOS,1.57,MercaBarna
2019-09,ESPINACAS,HORTALIZAS HOJA,0.92,MercaBarna
2019-09,FRUTAS CAQUIS,FRUTAS OTRAS,1.77,MercaBarna
2019-09,FRUTAS FRAMBUESA,FRUTAS OTRAS,6.00,MercaBarna
2019-09,FRUTAS FRESA,FRUTAS OTRAS,7.50,MercaBarna
2019-09,FRUTAS FRESON,FRUTAS OTRAS,3.22,MercaBarna
2019-09,FRUTAS FRUTAS SIN DETERMINAR,FRUTAS OTRAS,0.90,MercaBarna
2019-09,FRUTAS GRANADAS,FRUTAS OTRAS,1.28,MercaBarna
2019-09,FRUTAS GROSELLA,FRUTAS OTRAS,11.00,MercaBarna
2019-09,FRUTAS HIGO CHUMBO,FRUTAS OTRAS,1.60,MercaBarna
2019-09,FRUTAS HIGOS,FRUTAS OTRAS,2.66,MercaBarna
2019-09,FRUTAS KIWIS,FRUTAS OTRAS,1.65,MercaBarna
2019-09,FRUTAS MELON AMARILLO,FRUTAS OTRAS,0.75,MercaBarna
2019-09,FRUTAS MELON GALIA,FRUTAS OTRAS,0.70,MercaBarna
2019-09,FRUTAS MELON SIN DETERMINAR,FRUTAS OTRAS,0.60,MercaBarna
2019-09,FRUTAS MELON VERDE PIEL DE SAPO,FRUTAS OTRAS,0.45,MercaBarna
2019-09,FRUTAS MORA,FRUTAS OTRAS,7.50,MercaBarna
2019-09,FRUTAS PIÑA TROPICAL,FRUTAS OTRAS,1.25,MercaBarna
2019-09,FRUTAS PLATANOS CANARIOS,FRUTAS OTRAS,1.29,MercaBarna
2019-09,FRUTAS PLATANOS IMPORTACION,FRUTAS OTRAS,0.88,MercaBarna
2019-09,FRUTAS SANDIA CON GRANA,FRUTAS OTRAS,0.43,MercaBarna
2019-09,FRUTAS SANDIA SIN GRANA,FRUTAS OTRAS,0.48,MercaBarna
2019-09,FRUTAS UVA BLANCA,FRUTAS OTRAS,1.31,MercaBarna
2019-09,FRUTAS UVA NEGRA,FRUTAS OTRAS,1.13,MercaBarna
2019-09,HINOJO,HORTALIZAS HOJA,0.85,MercaBarna
2019-09,LECHUGA ICEBERG,HORTALIZAS HOJA,0.69,MercaBarna
2019-09,LECHUGA LARGA,HORTALIZAS HOJA,0.53,MercaBarna
2019-09,LECHUGA SIN DETERMINAR,HORTALIZAS HOJA,0.66,MercaBarna
2019-09,LICHIS,FRUTAS EXOTICAS,2.45,MercaBarna
2019-09,LIMA,FRUTAS CITRICOS,2.10,MercaBarna
2019-09,LIMON,FRUTAS CITRICOS,1.08,MercaBarna
2019-09,MANDARINA CLEMENTINA,FRUTAS CITRICOS,1.37,MercaBarna
2019-09,MANDARINA SATSUMA,FRUTAS CITRICOS,1.10,MercaBarna
2019-09,MANDARINAS SIN DETER.,FRUTAS CITRICOS,1.46,MercaBarna
2019-09,MANGOS,FRUTAS EXOTICAS,2.75,MercaBarna
2019-09,MANZANA AMARILLA GOLDEN,FRUTAS SEMILLA,0.81,MercaBarna
2019-09,MANZANA BICOLOR,FRUTAS SEMILLA,0.84,MercaBarna
2019-09,MANZANA ROJA,FRUTAS SEMILLA,0.98,MercaBarna
2019-09,MANZANA VERDE GRANNY SMITH,FRUTAS SEMILLA,0.88,MercaBarna
2019-09,MANZANAS SIN DETERMINAR,FRUTAS SEMILLA,1.40,MercaBarna
2019-09,MARACUYA,FRUTAS EXOTICAS,4.40,MercaBarna
2019-09,MELOCOTON AMARILLO,FRUTAS HUESO,0.91,MercaBarna
2019-09,MELOCOTON ROJO P.BLANCA,FRUTAS HUESO,0.76,MercaBarna
2019-09,MELOCOTONES ROJOS P.AMARILLA,FRUTAS HUESO,0.81,MercaBarna
2019-09,MEMBRILLO,FRUTAS SEMILLA,0.85,MercaBarna
2019-09,NABO,HORTALIZAS RAIZ,0.88,MercaBarna
2019-09,NARANJA,FRUTAS CITRICOS,1.20,MercaBarna
2019-09,NASHIS,FRUTAS SEMILLA,1.10,MercaBarna
2019-09,NECTARINA PULPA AMARILLA,FRUTAS HUESO,0.80,MercaBarna
2019-09,NECTARINA PULPA BLANCA,FRUTAS HUESO,0.80,MercaBarna
2019-09,NISPERO,FRUTAS SEMILLA,3.50,MercaBarna
2019-09,PAPAYAS,FRUTAS EXOTICAS,2.60,MercaBarna
2019-09,PATATA BLANCA CALIDAD MONA LISA,HORTALIZAS TUBERCULO,0.43,MercaBarna
2019-09,PATATA ROJA,HORTALIZAS TUBERCULO,0.41,MercaBarna
2019-09,PEPINO,HORTALIZAS FRUTO,0.66,MercaBarna
2019-09,PERA BLANQUILLA,FRUTAS SEMILLA,1.14,MercaBarna
2019-09,PERA DE INVIERNO,FRUTAS SEMILLA,1.11,MercaBarna
2019-09,PERA DE VERANO,FRUTAS SEMILLA,0.93,MercaBarna
2019-09,PERA TEMPRANA,FRUTAS SEMILLA,1.68,MercaBarna
2019-09,PEREJIL,HORTALIZAS HOJA,0.46,MercaBarna
2019-09,PIMIENTO LAMUYO,HORTALIZAS FRUTO,1.28,MercaBarna
2019-09,PIMIENTO ROJO,HORTALIZAS FRUTO,1.66,MercaBarna
2019-09,PIMIENTO VERDE ITALIANO,HORTALIZAS FRUTO,1.25,MercaBarna
2019-09,PITAHAYA,FRUTAS EXOTICAS,2.70,MercaBarna
2019-09,POMELO,FRUTAS CITRICOS,1.49,MercaBarna
2019-09,PUERROS,HORTALIZAS BULBOS,1.15,MercaBarna
2019-09,RABANOS,HORTALIZAS RAIZ,0.48,MercaBarna
2019-09,RAMBUTAN,FRUTAS EXOTICAS,5.00,MercaBarna
2019-09,REMOLACHA,HORTALIZAS RAIZ,0.70,MercaBarna
2019-09,SECO ALMENDRAS,FRUTAS FRUTO,3.80,MercaBarna
2019-09,SECO CASTAÑAS,FRUTAS FRUTO,3.86,MercaBarna
2019-09,SECO NUECES,FRUTAS FRUTO,3.50,MercaBarna
2019-09,TOMATE VERDE,HORTALIZAS FRUTO,0.80,MercaBarna
2019-09,VARIOS,OTROS OTROS,1.50,MercaBarna
2019-09,ZANAHORIA,HORTALIZAS RAIZ,0.54,MercaBarna
2019-10,ACEITUNAS,FRUTAS HUESO,3.80,MercaBarna
2019-10,ACELGAS,HORTALIZAS HOJA,0.62,MercaBarna
2019-10,AGUACATE,FRUTAS EXOTICAS,3.45,MercaBarna
2019-10,AJOS SECOS,HORTALIZAS BULBOS,2.46,MercaBarna
2019-10,AJOS TIERNOS,HORTALIZAS BULBOS,1.14,MercaBarna
2019-10,ALBARICOQUES,FRUTAS HUESO,1.62,MercaBarna
2019-10,ALCACHOFA,HORTALIZAS INFLORESC.,2.72,MercaBarna
2019-10,APIOS,HORTALIZAS HOJA,0.63,MercaBarna
2019-10,BATATA,HORTALIZAS TUBERCULO,0.89,MercaBarna
2019-10,BERENJENA LARGA,HORTALIZAS FRUTO,0.54,MercaBarna
2019-10,BERROS,HORTALIZAS HOJA,0.60,MercaBarna
2019-10,BORRAJA,HORTALIZAS HOJA,0.90,MercaBarna
2019-10,BROCOL,HORTALIZAS INFLORESC.,1.17,MercaBarna
2019-10,BROCULI,HORTALIZAS INFLORESC.,1.42,MercaBarna
2019-10,CALABACIN,HORTALIZAS FRUTO,0.64,MercaBarna
2019-10,CALABAZA,HORTALIZAS FRUTO,0.60,MercaBarna
2019-10,CALÇOTS,HORTALIZAS BULBOS,0.16,MercaBarna
2019-10,CARACOLES,OTROS OTROS,4.50,MercaBarna
2019-10,CARAMBOLA,FRUTAS EXOTICAS,5.00,MercaBarna
2019-10,CARDOS,HORTALIZAS HOJA,0.65,MercaBarna
2019-10,CAÑA DE AZUCAR,OTROS OTROS,1.00,MercaBarna
2019-10,CEBOLLA SECA,HORTALIZAS BULBOS,0.36,MercaBarna
2019-10,CEBOLLA SECA FIGUERAS,HORTALIZAS BULBOS,0.68,MercaBarna
2019-10,CEBOLLA TIERNA,HORTALIZAS BULBOS,0.60,MercaBarna
2019-10,CEREZAS,FRUTAS HUESO,5.00,MercaBarna
2019-10,CHAMPIÑONES,OTROS SETAS,1.55,MercaBarna
2019-10,CHIRIMOIA,FRUTAS EXOTICAS,1.46,MercaBarna
2019-10,CHIRIVIA,HORTALIZAS RAIZ,1.03,MercaBarna
2019-10,CIRUELA,FRUTAS HUESO,0.71,MercaBarna
2019-10,COCOS,FRUTAS EXOTICAS,1.01,MercaBarna
2019-10,COL BRUSELAS,HORTALIZAS HOJA,1.20,MercaBarna
2019-10,COLES,HORTALIZAS HOJA,0.83,MercaBarna
2019-10,COLES CHINA,HORTALIZAS HOJA,1.00,MercaBarna
2019-10,COLES LOMBARDA,HORTALIZAS HOJA,0.68,MercaBarna
2019-10,COLIFLOR,HORTALIZAS INFLORESC.,0.92,MercaBarna
2019-10,DATILES,FRUTAS OTRAS,1.86,MercaBarna
2019-10,ENDIBIAS,HORTALIZAS TALLOS,0.80,MercaBarna
2019-10,ESCAROLA,HORTALIZAS HOJA,0.85,MercaBarna
2019-10,ESPARRAGO BLANCO,HORTALIZAS TALLOS,3.40,MercaBarna
2019-10,ESPARRAGO VERDE,HORTALIZAS TALLOS,1.50,MercaBarna
2019-10,ESPINACAS,HORTALIZAS HOJA,0.78,MercaBarna
2019-10,FRUTAS CAQUIS,FRUTAS OTRAS,1.04,MercaBarna
2019-10,FRUTAS FRAMBUESA,FRUTAS OTRAS,6.00,MercaBarna
2019-10,FRUTAS FRESA,FRUTAS OTRAS,7.50,MercaBarna
2019-10,FRUTAS FRESON,FRUTAS OTRAS,3.50,MercaBarna
2019-10,FRUTAS FRUTAS SIN DETERMINAR,FRUTAS OTRAS,0.90,MercaBarna
2019-10,FRUTAS GRANADAS,FRUTAS OTRAS,1.06,MercaBarna
2019-10,FRUTAS GROSELLA,FRUTAS OTRAS,11.00,MercaBarna
2019-10,FRUTAS HIGO CHUMBO,FRUTAS OTRAS,1.60,MercaBarna
